2025-12-04 10:35:17,275 INFO o.a.j.u.JMeterUtils: Setting Locale to en_EN
2025-12-04 10:35:17,295 INFO o.a.j.JMeter: Loading user properties from: D:\apache-jmeter-5.6.3\bin\user.properties
2025-12-04 10:35:17,297 INFO o.a.j.JMeter: Loading system properties from: D:\apache-jmeter-5.6.3\bin\system.properties
2025-12-04 10:35:17,307 INFO o.a.j.JMeter: Copyright (c) 1998-2024 The Apache Software Foundation
2025-12-04 10:35:17,307 INFO o.a.j.JMeter: Version 5.6.3
2025-12-04 10:35:17,307 INFO o.a.j.JMeter: java.version=25
2025-12-04 10:35:17,307 INFO o.a.j.JMeter: java.vm.name=Java HotSpot(TM) 64-Bit Server VM
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: os.name=Windows 11
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: os.arch=amd64
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: os.version=10.0
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: file.encoding=UTF-8
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: java.awt.headless=true
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: Max memory     =1073741824
2025-12-04 10:35:17,308 INFO o.a.j.JMeter: Available Processors =16
2025-12-04 10:35:17,326 INFO o.a.j.JMeter: Default Locale=English (EN)
2025-12-04 10:35:17,327 INFO o.a.j.JMeter: JMeter  Locale=English (EN)
2025-12-04 10:35:17,328 INFO o.a.j.JMeter: JMeterHome=D:\apache-jmeter-5.6.3
2025-12-04 10:35:17,328 INFO o.a.j.JMeter: user.dir  =D:\CHUBB Training\FlightMicroservices
2025-12-04 10:35:17,328 INFO o.a.j.JMeter: PWD       =D:\CHUBB Training\FlightMicroservices
2025-12-04 10:35:17,331 INFO o.a.j.JMeter: IP: 10.104.0.30 Name: Yati FullName: Yati.auup.amity.edu.in
2025-12-04 10:35:17,344 INFO o.a.j.s.FileServer: Default base='D:\CHUBB Training\FlightMicroservices'
2025-12-04 10:35:17,345 INFO o.a.j.s.FileServer: Set new base='D:\CHUBB Training\FlightMicroservices'
2025-12-04 10:35:17,670 INFO o.a.j.s.SaveService: Testplan (JMX) version: 2.2. Testlog (JTL) version: 2.2
2025-12-04 10:35:17,701 INFO o.a.j.s.SaveService: Using SaveService properties version 5.0
2025-12-04 10:35:17,707 INFO o.a.j.s.SaveService: Using SaveService properties file encoding UTF-8
2025-12-04 10:35:17,714 INFO o.a.j.s.SaveService: Loading file: 100_threads.jmx
2025-12-04 10:35:17,831 INFO o.a.j.p.h.s.HTTPSamplerBase: Parser for text/html is org.apache.jmeter.protocol.http.parser.LagartoBasedHtmlParser
2025-12-04 10:35:17,831 INFO o.a.j.p.h.s.HTTPSamplerBase: Parser for application/xhtml+xml is org.apache.jmeter.protocol.http.parser.LagartoBasedHtmlParser
2025-12-04 10:35:17,832 INFO o.a.j.p.h.s.HTTPSamplerBase: Parser for application/xml is org.apache.jmeter.protocol.http.parser.LagartoBasedHtmlParser
2025-12-04 10:35:17,832 INFO o.a.j.p.h.s.HTTPSamplerBase: Parser for text/xml is org.apache.jmeter.protocol.http.parser.LagartoBasedHtmlParser
2025-12-04 10:35:17,832 INFO o.a.j.p.h.s.HTTPSamplerBase: Parser for text/vnd.wap.wml is org.apache.jmeter.protocol.http.parser.RegexpHTMLParser
2025-12-04 10:35:17,832 INFO o.a.j.p.h.s.HTTPSamplerBase: Parser for text/css is org.apache.jmeter.protocol.http.parser.CssParser
2025-12-04 10:35:17,893 INFO o.a.j.JMeter: Creating summariser <summary>
2025-12-04 10:35:18,025 INFO o.a.j.e.StandardJMeterEngine: Running the test!
2025-12-04 10:35:18,026 INFO o.a.j.s.SampleEvent: List of sample_variables: []
2025-12-04 10:35:18,026 INFO o.a.j.s.SampleEvent: List of sample_variables: []
2025-12-04 10:35:18,032 INFO o.a.j.e.u.CompoundVariable: Note: Function class names must contain the string: '.functions.'
2025-12-04 10:35:18,032 INFO o.a.j.e.u.CompoundVariable: Note: Function class names must not contain the string: '.gui.'
2025-12-04 10:35:18,123 INFO o.a.j.JMeter: Running test (1764824718122)
2025-12-04 10:35:18,145 INFO o.a.j.e.StandardJMeterEngine: Starting ThreadGroup: 1 : 1 post api thread - for getting the flights using from , to and date
2025-12-04 10:35:18,145 INFO o.a.j.e.StandardJMeterEngine: Starting 100 threads for group 1 post api thread - for getting the flights using from , to and date.
2025-12-04 10:35:18,145 INFO o.a.j.e.StandardJMeterEngine: Thread will continue on error
2025-12-04 10:35:18,145 INFO o.a.j.t.ThreadGroup: Starting thread group... number=1 threads=100 ramp-up=1 delayedStart=false
2025-12-04 10:35:18,153 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-1
2025-12-04 10:35:18,166 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-2
2025-12-04 10:35:18,173 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-3
2025-12-04 10:35:18,182 INFO o.a.j.t.ThreadGroup: Started thread group number 1
2025-12-04 10:35:18,182 INFO o.a.j.e.StandardJMeterEngine: All thread groups have been started
2025-12-04 10:35:18,184 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-4
2025-12-04 10:35:18,196 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-5
2025-12-04 10:35:18,213 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-6
2025-12-04 10:35:18,219 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-7
2025-12-04 10:35:18,225 INFO o.a.j.p.h.s.HTTPHCAbstractImpl: Local host = Yati
2025-12-04 10:35:18,229 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-8
2025-12-04 10:35:18,232 INFO o.a.j.p.h.s.HTTPHC4Impl: HTTP request retry count = 0
2025-12-04 10:35:18,233 INFO o.a.j.s.SampleResult: Note: Sample TimeStamps are START times
2025-12-04 10:35:18,233 INFO o.a.j.s.SampleResult: sampleresult.default.encoding is set to UTF-8
2025-12-04 10:35:18,233 INFO o.a.j.s.SampleResult: sampleresult.useNanoTime=true
2025-12-04 10:35:18,233 INFO o.a.j.s.SampleResult: sampleresult.nanoThreadSleep=5000
2025-12-04 10:35:18,236 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-9
2025-12-04 10:35:18,246 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-10
2025-12-04 10:35:18,254 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-11
2025-12-04 10:35:18,265 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-12
2025-12-04 10:35:18,277 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-13
2025-12-04 10:35:18,284 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-14
2025-12-04 10:35:18,296 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-15
2025-12-04 10:35:18,306 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-16
2025-12-04 10:35:18,314 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-17
2025-12-04 10:35:18,330 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-19
2025-12-04 10:35:18,332 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-18
2025-12-04 10:35:18,345 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-20
2025-12-04 10:35:18,357 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-21
2025-12-04 10:35:18,366 INFO o.a.j.t.JMeterThread: Thread started: 1 post api thread - for getting the flights using from , to and date 1-22
